장기요양기관코드,기관유형코드,기관유형명,정원,현원
11132000319,A04,노인요양공동생활가정,9,9
11132000322,A04,노인요양공동생활가정,9,9
11132000327,A03,노인요양시설(개정법),,28
11132000330,A03,노인요양시설(개정법),24,22
11132000332,A04,노인요양공동생활가정,7,7
11132000333,A04,노인요양공동생활가정,9,9
11132000335,A03,노인요양시설(개정법),,98
11132000337,A03,노인요양시설(개정법),41,39
11132000339,A03,노인요양시설(개정법),58,49
11132000340,A04,노인요양공동생활가정,9,9
11132000343,A04,노인요양공동생활가정,9,7
11132000345,A04,노인요양공동생활가정,9,8
11132000346,A04,노인요양공동생활가정,9,9
11132000352,A04,노인요양공동생활가정,9,9
11132000370,A04,노인요양공동생활가정,9,9
11132000373,A04,노인요양공동생활가정,,9
11132000374,A04,노인요양공동생활가정,,9
11132000375,A04,노인요양공동생활가정,,9
11132000379,A04,노인요양공동생활가정,9,9
11132000380,A04,노인요양공동생활가정,9,9
11132000383,A03,노인요양시설(개정법),23,22
11132000392,A04,노인요양공동생활가정,9,9
11132000393,A04,노인요양공동생활가정,9,8
11132000395,A04,노인요양공동생활가정,9,9
11132000396,A04,노인요양공동생활가정,9,9
11132000401,A03,노인요양시설(개정법),29,29
11132000402,A03,노인요양시설(개정법),29,26
11132000403,A03,노인요양시설(개정법),29,27
11132000404,A03,노인요양시설(개정법),29,27
11132000405,A03,노인요양시설(개정법),29,29
11132000406,A03,노인요양시설(개정법),29,29
11132000407,A03,노인요양시설(개정법),39,38
11132000410,A03,노인요양시설(개정법),29,18
11132000412,A04,노인요양공동생활가정,8,7
11132000413,A04,노인요양공동생활가정,9,9
11132000415,A04,노인요양공동생활가정,9,9
11132000416,A03,노인요양시설(개정법),28,28
11132000418,A04,노인요양공동생활가정,9,9
11132000419,A04,노인요양공동생활가정,9,9
11132000426,A04,노인요양공동생활가정,9,8
11132000427,A04,노인요양공동생활가정,9,7
11132000428,A03,노인요양시설(개정법),99,99
11132000451,A03,노인요양시설(개정법),78,74
11132000454,A03,노인요양시설(개정법),29,28
11132000463,A04,노인요양공동생활가정,9,9
11132000464,A04,노인요양공동생활가정,9,9
11132000465,A03,노인요양시설(개정법),29,26
11132000482,A04,노인요양공동생활가정,9,9
11132000483,A04,노인요양공동생활가정,9,9
11132000489,A04,노인요양공동생활가정,7,6
11132000496,A03,노인요양시설(개정법),26,26
11132000517,A03,노인요양시설(개정법),29,28
11132000531,A03,노인요양시설(개정법),29
11132000537,A03,노인요양시설(개정법),48,24
11132000553,A03,노인요양시설(개정법),39,39
11135000011,A02,노인전문요양시설,,259
11135000011,A03,노인요양시설(개정법),230,229
11135000015,A01,노인요양시설,70,63
11135000016,A02,노인전문요양시설,76,74
11135000016,A03,노인요양시설(개정법),76,74
11135000020,A03,노인요양시설(개정법),83,45
11135000020,A02,노인전문요양시설,,82
11135000038,A04,노인요양공동생활가정,8,7
11135000058,A04,노인요양공동생활가정,7,0
11135000080,A04,노인요양공동생활가정,9,9
11135000091,A04,노인요양공동생활가정,9,9
11135000104,A04,노인요양공동생활가정,9,8
11135000115,A03,노인요양시설(개정법),29,29
11135000117,A04,노인요양공동생활가정,9,9
11135000118,A04,노인요양공동생활가정,9,9
11135000120,A04,노인요양공동생활가정,9,9
11135000121,A04,노인요양공동생활가정,9,9
11135000132,A04,노인요양공동생활가정,9,8
11135000154,A04,노인요양공동생활가정,9,9
11135000155,A04,노인요양공동생활가정,9,9
11135000157,A03,노인요양시설(개정법),14,0
11135000158,A03,노인요양시설(개정법),,28
11135000158,A05,노인요양시설(단기보호 전환),,24
11135000159,A03,노인요양시설(개정법),20,0
11135000159,A05,노인요양시설(단기보호 전환),20,19
11135000160,A04,노인요양공동생활가정,7,6
11135000160,A05,노인요양시설(단기보호 전환),9,9
11135000161,A04,노인요양공동생활가정,,9
11135000161,A05,노인요양시설(단기보호 전환),28,20
11135000167,A04,노인요양공동생활가정,9,9
11135000175,A03,노인요양시설(개정법),87,82
11135000175,A02,노인전문요양시설,,78
11135000185,A04,노인요양공동생활가정,9,9
11135000188,A03,노인요양시설(개정법),80,76
11135000189,A04,노인요양공동생활가정,9,6
11135000193,A04,노인요양공동생활가정,9,9
11135000198,A03,노인요양시설(개정법),,78
11135000201,A04,노인요양공동생활가정,9,9
11135000203,A04,노인요양공동생활가정,9,9
11135000205,A04,노인요양공동생활가정,7,6
11135000216,A04,노인요양공동생활가정,9,6
11135000217,A04,노인요양공동생활가정,9,6
11135000223,A03,노인요양시설(개정법),45,35
11135000225,A04,노인요양공동생활가정,9,6
11135000227,A04,노인요양공동생활가정,9,0
11135000235,A04,노인요양공동생활가정,9,9
11135000237,A04,노인요양공동생활가정,9,8
11135000253,A04,노인요양공동생활가정,,9
11135000260,A04,노인요양공동생활가정,9,5
11135000261,A04,노인요양공동생활가정,9,9
11135000263,A04,노인요양공동생활가정,9,7
11135000268,A03,노인요양시설(개정법),45,30
11135000269,A04,노인요양공동생활가정,,9
11135000273,A03,노인요양시설(개정법),80,79
11135000280,A04,노인요양공동생활가정,9,9
11135000281,A04,노인요양공동생활가정,9,9
11135000288,A04,노인요양공동생활가정,,9
11135000289,A04,노인요양공동생활가정,9,8
11135000292,A04,노인요양공동생활가정,9,9
11135000298,A04,노인요양공동생활가정,9,8
11135000299,A04,노인요양공동생활가정,9,9
11135000309,A04,노인요양공동생활가정,9,8
11135000311,A04,노인요양공동생활가정,,9
11135000321,A04,노인요양공동생활가정,,9
11135000322,A04,노인요양공동생활가정,,9
11135000323,A04,노인요양공동생활가정,,9
11135000327,A04,노인요양공동생활가정,9,5
11135000328,A04,노인요양공동생활가정,7
11135000333,A04,노인요양공동생활가정,9,5
11135000351,A04,노인요양공동생활가정,,9
11135000353,A04,노인요양공동생활가정,,9
11135000355,A03,노인요양시설(개정법),20,10
11135000361,A04,노인요양공동생활가정,9,9
11135000362,A04,노인요양공동생활가정,9
11135000372,A04,노인요양공동생활가정,9,9
11135000391,A04,노인요양공동생활가정,9,9
11135000400,A03,노인요양시설(개정법),82,82
11135000407,A04,노인요양공동생활가정,9,9
11135000417,A04,노인요양공동생활가정,9,9
11135000420,A03,노인요양시설(개정법),,18
11135000422,A04,노인요양공동생활가정,9,9
11135000425,A03,노인요양시설(개정법),28,28
11135000426,A04,노인요양공동생활가정,9
11135000427,A04,노인요양공동생활가정,9
11135000441,A04,노인요양공동생활가정,9,9
11135000442,A04,노인요양공동생활가정,9,8
11135000448,A04,노인요양공동생활가정,9,9
11135000452,A04,노인요양공동생활가정,9,9
11135000460,A04,노인요양공동생활가정,9
11135000465,A04,노인요양공동생활가정,9,9
11135000487,A04,노인요양공동생활가정,9,9
11135000489,A04,노인요양공동생활가정,9
11135000513,A04,노인요양공동생활가정,9,6
11135000558,A04,노인요양공동생활가정,9,9
11135000573,A04,노인요양공동생활가정,9,9
11135000602,A04,노인요양공동생활가정,9,7
11135000603,A04,노인요양공동생활가정,9,5
11135000605,A04,노인요양공동생활가정,9,9
11135000608,A04,노인요양공동생활가정,9,8
11138000001,A03,노인요양시설(개정법),12,12
11138000001,A02,노인전문요양시설,20,20
11138000001,A01,노인요양시설,0,20
11138000002,A04,노인요양공동생활가정,9,9
11138000002,A02,노인전문요양시설,9,9
11138000003,A03,노인요양시설(개정법),50,0
11138000003,A02,노인전문요양시설,30,30
11138000004,A01,노인요양시설,0,15
11138000004,A02,노인전문요양시설,,15
11138000004,A03,노인요양시설(개정법),25,25
11138000005,A01,노인요양시설,0,9
11138000005,A04,노인요양공동생활가정,9,10
11138000006,A02,노인전문요양시설,174,153
11138000006,A03,노인요양시설(개정법),168,101
11138000007,A02,노인전문요양시설,49,0
11138000008,A02,노인전문요양시설,110,108
11138000008,A03,노인요양시설(개정법),112,73
11138000009,A02,노인전문요양시설,48,45
11138000028,A04,노인요양공동생활가정,7,4
11138000031,A04,노인요양공동생활가정,9,9
11138000041,A03,노인요양시설(개정법),15,15
11138000065,G31,치매전담실가형1실,12,12
11138000065,G32,치매전담실가형2실,12,12
11138000065,A03,노인요양시설(개정법),247,247
11138000065,G33,치매전담실가형3실,16,16
11138000066,A04,노인요양공동생활가정,9,9
11138000067,A03,노인요양시설(개정법),12,12
11138000068,A04,노인요양공동생활가정,9,9
11138000069,A03,노인요양시설(개정법),10,10
11138000070,A04,노인요양공동생활가정,9,9
11138000071,A04,노인요양공동생활가정,9,9
11138000072,A04,노인요양공동생활가정,9,9
11138000073,A04,노인요양공동생활가정,9,9
11138000085,A01,노인요양시설,49,49
11138000085,A02,노인전문요양시설,49,49
11138000090,A03,노인요양시설(개정법),21,21
11138000093,A03,노인요양시설(개정법),13,13
11138000093,A04,노인요양공동생활가정,9,9
11138000096,A04,노인요양공동생활가정,9,7
11138000121,A04,노인요양공동생활가정,8,7
11138000122,A05,노인요양시설(단기보호 전환),15,14
11138000123,A05,노인요양시설(단기보호 전환),53,44
11138000123,A04,노인요양공동생활가정,9,0
11138000124,A04,노인요양공동생활가정,9,3
11138000124,A05,노인요양시설(단기보호 전환),25,24
11138000125,A05,노인요양시설(단기보호 전환),30,27
11138000126,A05,노인요양시설(단기보호 전환),24,24
11138000127,A05,노인요양시설(단기보호 전환),24,21
11138000127,A04,노인요양공동생활가정,9,9
11138000128,A03,노인요양시설(개정법),36,36
11138000128,A05,노인요양시설(단기보호 전환),37,30
11138000141,A04,노인요양공동생활가정,9,9
11138000143,A03,노인요양시설(개정법),71,0
11138000146,A04,노인요양공동생활가정,9,0
11138000154,A04,노인요양공동생활가정,8,7
11138000161,A04,노인요양공동생활가정,9,7
11138000171,A03,노인요양시설(개정법),22,15
11138000173,A04,노인요양공동생활가정,9,9
11138000175,A04,노인요양공동생활가정,9,9
11138000183,A04,노인요양공동생활가정,9,9
11138000185,A04,노인요양공동생활가정,9,9
11138000191,A03,노인요양시설(개정법),32,31
11138000195,A03,노인요양시설(개정법),38,16
11138000204,A04,노인요양공동생활가정,9,0
11138000206,A04,노인요양공동생활가정,9,4
11138000209,A04,노인요양공동생활가정,9,8
11138000216,A03,노인요양시설(개정법),115,114
11138000217,A03,노인요양시설(개정법),158,158
11138000217,M31,치매전담실나형1실,12,12
11138000222,A03,노인요양시설(개정법),43,40
11138000224,A03,노인요양시설(개정법),99,73
11138000232,A03,노인요양시설(개정법),,26
11138000243,A03,노인요양시설(개정법),60,60
11138000254,A04,노인요양공동생활가정,9,9
11138000257,A04,노인요양공동생활가정,9,9
11138000258,A03,노인요양시설(개정법),67,50
11138000271,A04,노인요양공동생활가정,9,9
11138000274,A04,노인요양공동생활가정,9,9
11138000277,A04,노인요양공동생활가정,9
11138000280,A04,노인요양공동생활가정,9,9
11138000286,A03,노인요양시설(개정법),34,34
11138000317,A04,노인요양공동생활가정,9
11138000318,A04,노인요양공동생활가정,9
11138000319,A03,노인요양시설(개정법),25,25
11138000338,A04,노인요양공동생활가정,9,9
11138000355,A03,노인요양시설(개정법),43,40
11138000379,A03,노인요양시설(개정법),49,47
11138000391,A04,노인요양공동생활가정,9,8
11138000392,A04,노인요양공동생활가정,9,6
11138000397,A03,노인요양시설(개정법),29,24
11138000402,A04,노인요양공동생활가정,9,8
11138000430,A04,노인요양공동생활가정,9,9
11138000431,A04,노인요양공동생활가정,9,9
11141000001,A04,노인요양공동생활가정,5,0
11141000001,A01,노인요양시설,14,11
11141000002,A01,노인요양시설,28,27
11141000003,A01,노인요양시설,31,31
11141000004,A01,노인요양시설,33,0
11141000014,A03,노인요양시설(개정법),15,6
11141000014,A04,노인요양공동생활가정,9,0
11141000017,A02,노인전문요양시설,80,0
11141000018,A01,노인요양시설,23,18
11141000019,A01,노인요양시설,30,0
11141000021,A03,노인요양시설(개정법),20,17
11141000021,A02,노인전문요양시설,20,18
11141000022,A04,노인요양공동생활가정,9,9
11141000023,A04,노인요양공동생활가정,,9
11141000023,A03,노인요양시설(개정법),21,18
11141000052,A04,노인요양공동생활가정,,7
11141000056,A04,노인요양공동생활가정,8,0
11141000067,A04,노인요양공동생활가정,9,9
11141000068,A04,노인요양공동생활가정,6,6
11141000069,A04,노인요양공동생활가정,,5
11141000073,A03,노인요양시설(개정법),78,78
11141000075,A04,노인요양공동생활가정,7,3
11141000080,A04,노인요양공동생활가정,9,3
11141000081,A03,노인요양시설(개정법),18,18
11141000081,A04,노인요양공동생활가정,,9
11141000093,A05,노인요양시설(단기보호 전환),28,26
11141000093,A04,노인요양공동생활가정,9,9
11141000094,A05,노인요양시설(단기보호 전환),21,15
